Pocket Set	Domain	PDB	Chain	DOI hyperlink
PDB-PD	Q8NBS9_PF00085_62_166	3WGD	B	http://doi.org/10.2210/pdb3WGD/pdb
PDB-PD	Q8NBZ7_PF16363_92_387	2B69	A	http://doi.org/10.2210/pdb2B69/pdb
PDB-PD	Q8NC06_PF00887_13_92	2WH5	F	http://doi.org/10.2210/pdb2WH5/pdb
PDB-PD	Q8NC96_PF07933_7_164	6RH5	A	http://doi.org/10.2210/pdb6RH5/pdb
PDB-PD	Q8NCM8_PF03028_3719_3829	4RH7	A	http://doi.org/10.2210/pdb4RH7/pdb
PDB-PD	Q8NCM8_PF12774_1651_1986	4RH7	A	http://doi.org/10.2210/pdb4RH7/pdb
PDB-PD	Q8NCM8_PF12775_2262_2433	4RH7	A	http://doi.org/10.2210/pdb4RH7/pdb
PDB-PD	Q8NCM8_PF12780_2625_2882	4RH7	A	http://doi.org/10.2210/pdb4RH7/pdb
PDB-PD	Q8NCM8_PF12781_3251_3471	4RH7	A	http://doi.org/10.2210/pdb4RH7/pdb
PDB-PD	Q8NCM8_PF18198_3860_4002	4RH7	A	http://doi.org/10.2210/pdb4RH7/pdb
PDB-PD	Q8NCM8_PF18199_4005_4304	4RH7	A	http://doi.org/10.2210/pdb4RH7/pdb
PDB-PD	Q8ND25_PF13639_182_223	5YWR	B	http://doi.org/10.2210/pdb5YWR/pdb
PDB-PD	Q8ND56_PF12701_6_80	6F9W	A	http://doi.org/10.2210/pdb6F9W/pdb
PDB-PD	Q8NDI1_PF00307_443_549	6ZSH	B	http://doi.org/10.2210/pdb6ZSH/pdb
PDB-PD	Q8NDI1_PF12130_1074_1210	6ZSI	D	http://doi.org/10.2210/pdb6ZSI/pdb
PDB-PD	Q8NDX5_PF00536_917_981	4PZO	F	http://doi.org/10.2210/pdb4PZO/pdb
PDB-PD	Q8NE01_PF00571_382_446	6WUR	B	http://doi.org/10.2210/pdb6WUR/pdb
PDB-PD	Q8NE35_PF16367_440_529	2DNL	A	http://doi.org/10.2210/pdb2DNL/pdb
PDB-PD	Q8NE71_PF00005_319_480	5ZXD	B	http://doi.org/10.2210/pdb5ZXD/pdb
PDB-PD	Q8NE71_PF00005_641_771	5ZXD	A	http://doi.org/10.2210/pdb5ZXD/pdb
PDB-PD	Q8NEG5_PF00569_228_273	2DIP	A	http://doi.org/10.2210/pdb2DIP/pdb
PDB-PD	Q8NEJ0_PF00782_27_157	2ESB	A	http://doi.org/10.2210/pdb2ESB/pdb
PDB-PD	Q8NEU8_PF00169_278_375	5C5B	B	http://doi.org/10.2210/pdb5C5B/pdb
PDB-PD	Q8NEU8_PF16746_7_248	5C5B	B	http://doi.org/10.2210/pdb5C5B/pdb
PDB-PD	Q8NEZ4_PF00628_390_438	2YSM	A	http://doi.org/10.2210/pdb2YSM/pdb
PDB-PD	Q8NFG4_PF16692_344_566	3V42	A	http://doi.org/10.2210/pdb3V42/pdb
PDB-PD	Q8NFH5_PF05172_167_252	4LIR	B	http://doi.org/10.2210/pdb4LIR/pdb
PDB-PD	Q8NFK1_PF00029_2_215	6L3T	B	http://doi.org/10.2210/pdb6L3T/pdb
PDB-PD	Q8NFP4_PF13927_131_217	5XEQ	B	http://doi.org/10.2210/pdb5XEQ/pdb
PDB-PD	Q8NFP4_PF13927_239_312	5XEQ	B	http://doi.org/10.2210/pdb5XEQ/pdb
PDB-PD	Q8NFP4_PF13927_40_112	5XEQ	B	http://doi.org/10.2210/pdb5XEQ/pdb
PDB-PD	Q8NFP7_PF00293_16_143	3MCF	A	http://doi.org/10.2210/pdb3MCF/pdb
PDB-PD	Q8NFP9_PF14844_2158_2255	1MI1	A	http://doi.org/10.2210/pdb1MI1/pdb
PDB-PD	Q8NFU3_PF00581_8_113	6BEV	A	http://doi.org/10.2210/pdb6BEV/pdb
PDB-PD	Q8NFU7_PF02008_583_624	6ASD	C	http://doi.org/10.2210/pdb6ASD/pdb
PDB-PD	Q8NFZ4_PF00135_40_601	5XEQ	A	http://doi.org/10.2210/pdb5XEQ/pdb
PDB-PD	Q8NHJ6_PF00047_127_209	3P2T	A	http://doi.org/10.2210/pdb3P2T/pdb
PDB-PD	Q8NHJ6_PF13895_28_117	3P2T	A	http://doi.org/10.2210/pdb3P2T/pdb
PDB-PD	Q8NHL6_PF00047_329_410	7KFK	A	http://doi.org/10.2210/pdb7KFK/pdb
PDB-PD	Q8NHL6_PF13895_28_118	1UGN	A	http://doi.org/10.2210/pdb1UGN/pdb
PDB-PD	Q8NHM5_PF02008_605_651	4O64	C	http://doi.org/10.2210/pdb4O64/pdb
PDB-PD	Q8NHM5_PF16866_656_723	4O64	C	http://doi.org/10.2210/pdb4O64/pdb
PDB-PD	Q8NHP6_PF00635_327_432	6TQT	A	http://doi.org/10.2210/pdb6TQT/pdb
PDB-PD	Q8NHQ8_PF00788_1_82	2CS4	A	http://doi.org/10.2210/pdb2CS4/pdb
PDB-PD	Q8NHS0_PF00226_3_66	2DMX	A	http://doi.org/10.2210/pdb2DMX/pdb
PDB-PD	Q8NHU6_PF12872_5_72	3RCO	A	http://doi.org/10.2210/pdb3RCO/pdb
PDB-PD	Q8NHV1_PF04548_9_221	3ZJC	A	http://doi.org/10.2210/pdb3ZJC/pdb
PDB-PD	Q8NHY6_PF00096_589_611	2EM2	A	http://doi.org/10.2210/pdb2EM2/pdb
PDB-PD	Q8NHY6_PF00096_785_807	2EOH	A	http://doi.org/10.2210/pdb2EOH/pdb
PDB-PD	Q8NI08_PF07534_806_942	7OBP	F	http://doi.org/10.2210/pdb7OBP/pdb
PDB-PD	Q8NI22_PF13499_69_146	4YGB	B	http://doi.org/10.2210/pdb4YGB/pdb
PDB-PD	Q8NI32_PF16975_53_158	6ZSO	A	http://doi.org/10.2210/pdb6ZSO/pdb
PDB-PD	Q8NI35_PF00595_1069_1157	2EHR	A	http://doi.org/10.2210/pdb2EHR/pdb
PDB-PD	Q8NI35_PF00595_1239_1319	2DAZ	A	http://doi.org/10.2210/pdb2DAZ/pdb
PDB-PD	Q8NI35_PF00595_134_218	2DB5	A	http://doi.org/10.2210/pdb2DB5/pdb
PDB-PD	Q8NI35_PF00595_1435_1517	6IRD	C	http://doi.org/10.2210/pdb6IRD/pdb
PDB-PD	Q8NI35_PF00595_1534_1612	6IRD	C	http://doi.org/10.2210/pdb6IRD/pdb
PDB-PD	Q8NI35_PF00595_248_325	2DLU	A	http://doi.org/10.2210/pdb2DLU/pdb
PDB-PD	Q8NI35_PF00595_365_450	4Q2N	B	http://doi.org/10.2210/pdb4Q2N/pdb
PDB-PD	Q8NI35_PF00595_686_770	2D92	A	http://doi.org/10.2210/pdb2D92/pdb
PDB-PD	Q8NI35_PF09045_8_65	1VF6	B	http://doi.org/10.2210/pdb1VF6/pdb
PDB-PD	Q8NI60_PF03109_299_541	4PED	A	http://doi.org/10.2210/pdb4PED/pdb
PDB-PD	Q8NI77_PF00225_17_355	3LRE	A	http://doi.org/10.2210/pdb3LRE/pdb
PDB-PD	Q8NI99_PF00147_256_468	6Y43	A	http://doi.org/10.2210/pdb6Y43/pdb
PDB-PD	Q8TAB3_PF00028_134_229	6VFU	C	http://doi.org/10.2210/pdb6VFU/pdb
PDB-PD	Q8TAB3_PF00028_243_337	6VFU	C	http://doi.org/10.2210/pdb6VFU/pdb
PDB-PD	Q8TAB3_PF00028_354_444	6VFU	C	http://doi.org/10.2210/pdb6VFU/pdb
PDB-PD	Q8TAB3_PF08266_24_109	6VFU	A	http://doi.org/10.2210/pdb6VFU/pdb
PDB-PD	Q8TAI7_PF00071_8_169	3OES	A	http://doi.org/10.2210/pdb3OES/pdb
PDB-PD	Q8TAQ2_PF00249_598_643	6LTH	O	http://doi.org/10.2210/pdb6LTH/pdb
PDB-PD	Q8TAQ2_PF04433_427_512	6KAG	B	http://doi.org/10.2210/pdb6KAG/pdb
PDB-PD	Q8TAT5_PF06839_505_550	7JL5	A	http://doi.org/10.2210/pdb7JL5/pdb
PDB-PD	Q8TAT5_PF06839_552_596	7JL5	A	http://doi.org/10.2210/pdb7JL5/pdb
PDB-PD	Q8TAX9_PF17708_243_382	5TJ4	A	http://doi.org/10.2210/pdb5TJ4/pdb
PDB-PD	Q8TB36_PF13410_158_282	7ALM	A	http://doi.org/10.2210/pdb7ALM/pdb
PDB-PD	Q8TB36_PF13417_28_105	7B2G	A	http://doi.org/10.2210/pdb7B2G/pdb
PDB-PD	Q8TB45_PF00610_148_217	7DKL	A	http://doi.org/10.2210/pdb7DKL/pdb
PDB-PD	Q8TB45_PF00610_48_117	7DKL	A	http://doi.org/10.2210/pdb7DKL/pdb
PDB-PD	Q8TBB1_PF13920_37_84	5H7R	D	http://doi.org/10.2210/pdb5H7R/pdb
PDB-PD	Q8TBC3_PF02214_21_110	4CRH	A	http://doi.org/10.2210/pdb4CRH/pdb
PDB-PD	Q8TBC4_PF00899_56_366	1TT5	D	http://doi.org/10.2210/pdb1TT5/pdb
PDB-PD	Q8TBC4_PF08825_375_461	1Y8X	B	http://doi.org/10.2210/pdb1Y8X/pdb
PDB-PD	Q8TBF4_PF00076_12_82	2E5H	A	http://doi.org/10.2210/pdb2E5H/pdb
PDB-PD	Q8TBG4_PF00202_26_433	6TOR	A	http://doi.org/10.2210/pdb6TOR/pdb
PDB-PD	Q8TBK2_PF09273_329_465	3QXY	A	http://doi.org/10.2210/pdb3QXY/pdb
PDB-PD	Q8TC59_PF02170_391_524	3QIR	A	http://doi.org/10.2210/pdb3QIR/pdb
PDB-PD	Q8TCB7_PF08242_84_183	7EZG	A	http://doi.org/10.2210/pdb7EZG/pdb
PDB-PD	Q8TCC3_PF00327_67_117	7OF0	Z	http://doi.org/10.2210/pdb7OF0/pdb
PDB-PD	Q8TCE9_PF00337_5_137	6K2Y	A	http://doi.org/10.2210/pdb6K2Y/pdb
PDB-PD	Q8TCS8_PF00013_607_666	5ZF6	B	http://doi.org/10.2210/pdb5ZF6/pdb
PDB-PD	Q8TCS8_PF01138_366_501	3U1K	B	http://doi.org/10.2210/pdb3U1K/pdb
PDB-PD	Q8TCS8_PF01138_52_183	3U1K	C	http://doi.org/10.2210/pdb3U1K/pdb
PDB-PD	Q8TCS8_PF03725_186_251	3U1K	C	http://doi.org/10.2210/pdb3U1K/pdb
PDB-PD	Q8TCS8_PF03726_282_363	3U1K	C	http://doi.org/10.2210/pdb3U1K/pdb
PDB-PD	Q8TCU6_PF00610_426_494	6VSK	A	http://doi.org/10.2210/pdb6VSK/pdb
PDB-PD	Q8TCU6_PF00610_527_595	6PCV	A	http://doi.org/10.2210/pdb6PCV/pdb
PDB-PD	Q8TCU6_PF00621_53_238	4YON	A	http://doi.org/10.2210/pdb4YON/pdb
PDB-PD	Q8TD06_PF13899_43_124	3PH9	A	http://doi.org/10.2210/pdb3PH9/pdb
PDB-PD	Q8TD26_PF00385_375_429	2EPB	A	http://doi.org/10.2210/pdb2EPB/pdb
PDB-PD	Q8TD30_PF00155_110_511	3IHJ	A	http://doi.org/10.2210/pdb3IHJ/pdb
PDB-PD	Q8TD84_PF00041_988_1078	1VA9	A	http://doi.org/10.2210/pdb1VA9/pdb
PDB-PD	Q8TDB6_PF18102_607_739	3PG6	A	http://doi.org/10.2210/pdb3PG6/pdb
PDB-PD	Q8TDI0_PF00385_592_644	6GUU	A	http://doi.org/10.2210/pdb6GUU/pdb
PDB-PD	Q8TDI0_PF00628_418_463	6GUU	A	http://doi.org/10.2210/pdb6GUU/pdb
PDB-PD	Q8TDM6_PF00595_1350_1426	1UIT	A	http://doi.org/10.2210/pdb1UIT/pdb
PDB-PD	Q8TDQ0_PF07686_21_130	7M3Z	A	http://doi.org/10.2210/pdb7M3Z/pdb
PDB-PD	Q8TDR0_PF10243_5_117	2EQO	A	http://doi.org/10.2210/pdb2EQO/pdb
PDB-PD	Q8TDX5_PF04909_3_330	4OFC	C	http://doi.org/10.2210/pdb4OFC/pdb
PDB-PD	Q8TDX7_PF00069_34_292	2WQN	A	http://doi.org/10.2210/pdb2WQN/pdb
PDB-PD	Q8TDY4_PF01412_426_544	2B0O	E	http://doi.org/10.2210/pdb2B0O/pdb
PDB-PD	Q8TDZ2_PF00307_508_613	1WYL	A	http://doi.org/10.2210/pdb1WYL/pdb
PDB-PD	Q8TDZ2_PF00412_697_754	2CO8	A	http://doi.org/10.2210/pdb2CO8/pdb
PDB-PD	Q8TDZ2_PF12130_931_1061	5LPN	B	http://doi.org/10.2210/pdb5LPN/pdb
PDB-PD	Q8TE67_PF00018_456_501	1WXT	A	http://doi.org/10.2210/pdb1WXT/pdb
PDB-PD	Q8TE68_PF00018_486_529	2K2M	A	http://doi.org/10.2210/pdb2K2M/pdb
PDB-PD	Q8TE76_PF07496_425_470	7K7T	A	http://doi.org/10.2210/pdb7K7T/pdb
PDB-PD	Q8TE76_PF13589_48_182	7K7T	A	http://doi.org/10.2210/pdb7K7T/pdb
PDB-PD	Q8TEH3_PF03455_337_388	6EKK	A	http://doi.org/10.2210/pdb6EKK/pdb
PDB-PD	Q8TEH3_PF03456_31_90	6EKK	A	http://doi.org/10.2210/pdb6EKK/pdb
PDB-PD	Q8TEK3_PF08123_115_317	6TE6	A	http://doi.org/10.2210/pdb6TE6/pdb
PDB-PD	Q8TEW0_PF00595_461_545	2KOM	A	http://doi.org/10.2210/pdb2KOM/pdb
PDB-PD	Q8TEY7_PF02148_61_126	2UZG	A	http://doi.org/10.2210/pdb2UZG/pdb
PDB-PD	Q8TF42_PF00300_426_610	5VR6	A	http://doi.org/10.2210/pdb5VR6/pdb
PDB-PD	Q8TF42_PF00627_39_73	2CPW	A	http://doi.org/10.2210/pdb2CPW/pdb
PDB-PD	Q8TF42_PF14604_261_315	2E5K	A	http://doi.org/10.2210/pdb2E5K/pdb
PDB-PD	Q8TF65_PF00595_117_195	3GGE	C	http://doi.org/10.2210/pdb3GGE/pdb
PDB-PD	Q8WTQ1_PF13841_29_58	5KI9	A	http://doi.org/10.2210/pdb5KI9/pdb
PDB-PD	Q8WTR2_PF00782_73_203	3S4E	A	http://doi.org/10.2210/pdb3S4E/pdb
PDB-PD	Q8WTR7_PF00096_320_342	2EOX	A	http://doi.org/10.2210/pdb2EOX/pdb
PDB-PD	Q8WTR7_PF00096_730_752	2EME	A	http://doi.org/10.2210/pdb2EME/pdb
PDB-PD	Q8WTR7_PF00096_758_780	2YSV	A	http://doi.org/10.2210/pdb2YSV/pdb
PDB-PD	Q8WTR7_PF00096_786_808	2YRJ	A	http://doi.org/10.2210/pdb2YRJ/pdb
PDB-PD	Q8WTR7_PF13894_209_232	2YTT	A	http://doi.org/10.2210/pdb2YTT/pdb
PDB-PD	Q8WTT0_PF00059_100_208	4ZES	A	http://doi.org/10.2210/pdb4ZES/pdb
PDB-PD	Q8WTX7_PF13840_258_322	5I2C	D	http://doi.org/10.2210/pdb5I2C/pdb
PDB-PD	Q8WTX7_PF13840_71_139	5GT7	A	http://doi.org/10.2210/pdb5GT7/pdb
PDB-PD	Q8WTX7_PF18700_9_69	5I2C	A	http://doi.org/10.2210/pdb5I2C/pdb
PDB-PD	Q8WU08_PF00069_23_281	4FR4	F	http://doi.org/10.2210/pdb4FR4/pdb
PDB-PD	Q8WU20_PF02174_17_109	1XR0	B	http://doi.org/10.2210/pdb1XR0/pdb
PDB-PD	Q8WU79_PF01412_13_127	2IQJ	A	http://doi.org/10.2210/pdb2IQJ/pdb
PDB-PD	Q8WUD1_PF00071_8_169	2A5J	A	http://doi.org/10.2210/pdb2A5J/pdb
PDB-PD	Q8WUF5_PF14604_765_815	2VGE	A	http://doi.org/10.2210/pdb2VGE/pdb
PDB-PD	Q8WUI4_PF00850_541_859	3C10	A	http://doi.org/10.2210/pdb3C10/pdb
PDB-PD	Q8WUJ0_PF00782_36_173	2R0B	A	http://doi.org/10.2210/pdb2R0B/pdb
PDB-PD	Q8WUM4_PF03097_4_378	2XS1	A	http://doi.org/10.2210/pdb2XS1/pdb
PDB-PD	Q8WUM4_PF13949_412_701	2XS1	A	http://doi.org/10.2210/pdb2XS1/pdb
PDB-PD	Q8WUN7_PF00240_154_225	1TTN	A	http://doi.org/10.2210/pdb1TTN/pdb
PDB-PD	Q8WUN7_PF16455_28_132	2KSN	A	http://doi.org/10.2210/pdb2KSN/pdb
PDB-PD	Q8WV22_PF08746_191_231	5WY5	A	http://doi.org/10.2210/pdb5WY5/pdb
PDB-PD	Q8WV41_PF00787_253_335	4AKV	A	http://doi.org/10.2210/pdb4AKV/pdb
PDB-PD	Q8WV41_PF10456_337_572	4AKV	A	http://doi.org/10.2210/pdb4AKV/pdb
PDB-PD	Q8WV44_PF00643_222_263	2EGM	A	http://doi.org/10.2210/pdb2EGM/pdb
PDB-PD	Q8WV92_PF04212_13_77	4A5X	A	http://doi.org/10.2210/pdb4A5X/pdb
PDB-PD	Q8WV92_PF16565_100_242	4A5Z	A	http://doi.org/10.2210/pdb4A5Z/pdb
PDB-PD	Q8WVD5_PF13920_151_198	2ECN	A	http://doi.org/10.2210/pdb2ECN/pdb
PDB-PD	Q8WVK7_PF16740_2_115	4AJ5	L	http://doi.org/10.2210/pdb4AJ5/pdb
PDB-PD	Q8WVM0_PF00398_26_303	6AAX	A	http://doi.org/10.2210/pdb6AAX/pdb
PDB-PD	Q8WVN8_PF00179_208_363	1ZUO	A	http://doi.org/10.2210/pdb1ZUO/pdb
PDB-PD	Q8WVV9_PF11835_159_244	7EVS	A	http://doi.org/10.2210/pdb7EVS/pdb
PDB-PD	Q8WVY7_PF00240_5_79	2M17	A	http://doi.org/10.2210/pdb2M17/pdb
PDB-PD	Q8WW01_PF09631_65_166	6Z9U	B	http://doi.org/10.2210/pdb6Z9U/pdb
PDB-PD	Q8WWF6_PF00226_3_66	2EJ7	A	http://doi.org/10.2210/pdb2EJ7/pdb
PDB-PD	Q8WWI1_PF00595_1043_1119	2EAQ	A	http://doi.org/10.2210/pdb2EAQ/pdb
PDB-PD	Q8WWM9_PF00042_43_162	2DC3	A	http://doi.org/10.2210/pdb2DC3/pdb
PDB-PD	Q8WWN8_PF00620_920_1068	5JD0	A	http://doi.org/10.2210/pdb5JD0/pdb
PDB-PD	Q8WWN8_PF07647_5_64	2KG5	A	http://doi.org/10.2210/pdb2KG5/pdb
PDB-PD	Q8WWN9_PF00169_42_139	5MR1	A	http://doi.org/10.2210/pdb5MR1/pdb
PDB-PD	Q8WWP7_PF04548_28_238	3V70	A	http://doi.org/10.2210/pdb3V70/pdb
PDB-PD	Q8WWQ0_PF00439_1325_1409	5S9G	A	http://doi.org/10.2210/pdb5S9G/pdb
PDB-PD	Q8WWQ8_PF02469_2333_2449	5N86	A	http://doi.org/10.2210/pdb5N86/pdb
PDB-PD	Q8WWV3_PF08240_71_168	2VN8	A	http://doi.org/10.2210/pdb2VN8/pdb
PDB-PD	Q8WWV3_PF13602_247_393	2VN8	A	http://doi.org/10.2210/pdb2VN8/pdb
PDB-PD	Q8WWW0_PF16517_371_410	4OH8	B	http://doi.org/10.2210/pdb4OH8/pdb
PDB-PD	Q8WWZ1_PF00340_32_148	5BOW	A	http://doi.org/10.2210/pdb5BOW/pdb
PDB-PD	Q8WX93_PF07679_1001_1092	2DM2	A	http://doi.org/10.2210/pdb2DM2/pdb
PDB-PD	Q8WX93_PF07679_1135_1225	2DM3	A	http://doi.org/10.2210/pdb2DM3/pdb
PDB-PD	Q8WX94_PF02758_9_85	2KM6	A	http://doi.org/10.2210/pdb2KM6/pdb
PDB-PD	Q8WXC3_PF02758_7_83	4QOB	A	http://doi.org/10.2210/pdb4QOB/pdb
PDB-PD	Q8WXD9_PF00536_470_533	3SEI	A	http://doi.org/10.2210/pdb3SEI/pdb
PDB-PD	Q8WXD9_PF00536_540_603	3SEI	A	http://doi.org/10.2210/pdb3SEI/pdb
PDB-PD	Q8WXD9_PF07653_285_343	7ATY	A	http://doi.org/10.2210/pdb7ATY/pdb
PDB-PD	Q8WXE0_PF00536_487_550	4IS7	A	http://doi.org/10.2210/pdb4IS7/pdb
PDB-PD	Q8WXE0_PF00536_556_620	4IS7	A	http://doi.org/10.2210/pdb4IS7/pdb
PDB-PD	Q8WXE0_PF07653_285_345	2KE9	A	http://doi.org/10.2210/pdb2KE9/pdb
PDB-PD	Q8WXF1_PF00076_158_223	3SDE	A	http://doi.org/10.2210/pdb3SDE/pdb
PDB-PD	Q8WXF1_PF00076_84_148	3SDE	A	http://doi.org/10.2210/pdb3SDE/pdb
PDB-PD	Q8WXF1_PF08075_229_280	3SDE	A	http://doi.org/10.2210/pdb3SDE/pdb
PDB-PD	Q8WXF7_PF02263_43_314	6B9F	A	http://doi.org/10.2210/pdb6B9F/pdb
PDB-PD	Q8WXG8_PF01023_5_49	5HYD	A	http://doi.org/10.2210/pdb5HYD/pdb
PDB-PD	Q8WXH5_PF00017_286_364	2IZV	A	http://doi.org/10.2210/pdb2IZV/pdb
PDB-PD	Q8WXH5_PF07525_385_420	2IZV	A	http://doi.org/10.2210/pdb2IZV/pdb
PDB-PD	Q8WXI2_PF00536_9_73	3BS5	B	http://doi.org/10.2210/pdb3BS5/pdb
PDB-PD	Q8WXI8_PF00059_101_209	3WHD	A	http://doi.org/10.2210/pdb3WHD/pdb
PDB-PD	Q8WY64_PF00373_82_190	6QLY	A	http://doi.org/10.2210/pdb6QLY/pdb
PDB-PD	Q8WY64_PF09379_5_68	6QLY	A	http://doi.org/10.2210/pdb6QLY/pdb
PDB-PD	Q8WY64_PF13920_383_428	2YHO	A	http://doi.org/10.2210/pdb2YHO/pdb
PDB-PD	Q8WY91_PF08768_421_574	3IA8	A	http://doi.org/10.2210/pdb3IA8/pdb
PDB-PD	Q8WYA1_PF14598_368_477	2KDK	A	http://doi.org/10.2210/pdb2KDK/pdb
PDB-PD	Q8WYA6_PF08216_57_534	4MFU	A	http://doi.org/10.2210/pdb4MFU/pdb
PDB-PD	Q8WYB5_PF00628_271_320	5U2J	A	http://doi.org/10.2210/pdb5U2J/pdb
PDB-PD	Q8WYK0_PF03061_197_274	4MOB	A	http://doi.org/10.2210/pdb4MOB/pdb
PDB-PD	Q8WYK0_PF03061_24_100	4MOB	A	http://doi.org/10.2210/pdb4MOB/pdb
PDB-PD	Q8WYQ5_PF00035_512_576	2YT4	A	http://doi.org/10.2210/pdb2YT4/pdb
PDB-PD	Q8WYQ5_PF00035_620_684	2YT4	A	http://doi.org/10.2210/pdb2YT4/pdb
PDB-PD	Q8WZ19_PF02214_43_133	4UIJ	A	http://doi.org/10.2210/pdb4UIJ/pdb
PDB-PD	Q8WZ42_PF00041_14220_14305	4O00	A	http://doi.org/10.2210/pdb4O00/pdb
PDB-PD	Q8WZ42_PF00041_22285_22371	1BPV	A	http://doi.org/10.2210/pdb1BPV/pdb
PDB-PD	Q8WZ42_PF00041_22880_22964	3LPW	A	http://doi.org/10.2210/pdb3LPW/pdb
PDB-PD	Q8WZ42_PF00041_22977_23060	3LPW	A	http://doi.org/10.2210/pdb3LPW/pdb
PDB-PD	Q8WZ42_PF00041_32050_32133	6YGN	A	http://doi.org/10.2210/pdb6YGN/pdb
PDB-PD	Q8WZ42_PF00069_32178_32432	1TKI	A	http://doi.org/10.2210/pdb1TKI/pdb
PDB-PD	Q8WZ42_PF07679_104_193	2A38	C	http://doi.org/10.2210/pdb2A38/pdb
PDB-PD	Q8WZ42_PF07679_1841_1929	6DL4	A	http://doi.org/10.2210/pdb6DL4/pdb
PDB-PD	Q8WZ42_PF07679_2078_2168	1G1C	A	http://doi.org/10.2210/pdb1G1C/pdb
PDB-PD	Q8WZ42_PF07679_2795_2879	5JDD	A	http://doi.org/10.2210/pdb5JDD/pdb
PDB-PD	Q8WZ42_PF07679_2882_2967	5JDD	A	http://doi.org/10.2210/pdb5JDD/pdb
PDB-PD	Q8WZ42_PF07679_2969_3054	5JDD	A	http://doi.org/10.2210/pdb5JDD/pdb
PDB-PD	Q8WZ42_PF07679_31460_31549	3LCY	A	http://doi.org/10.2210/pdb3LCY/pdb
PDB-PD	Q8WZ42_PF07679_31562_31646	3LCY	A	http://doi.org/10.2210/pdb3LCY/pdb
PDB-PD	Q8WZ42_PF07679_31855_31946	2J8H	A	http://doi.org/10.2210/pdb2J8H/pdb
PDB-PD	Q8WZ42_PF07679_31955_32045	2J8H	A	http://doi.org/10.2210/pdb2J8H/pdb
PDB-PD	Q8WZ42_PF07679_32496_32585	2BK8	A	http://doi.org/10.2210/pdb2BK8/pdb
PDB-PD	Q8WZ42_PF07679_32722_32812	6HCI	A	http://doi.org/10.2210/pdb6HCI/pdb
PDB-PD	Q8WZ42_PF07679_33301_33390	6H4L	A	http://doi.org/10.2210/pdb6H4L/pdb
PDB-PD	Q8WZ42_PF07679_33488_33577	1NCT	A	http://doi.org/10.2210/pdb1NCT/pdb
PDB-PD	Q8WZ42_PF07679_33779_33868	3PUC	A	http://doi.org/10.2210/pdb3PUC/pdb
PDB-PD	Q8WZ42_PF07679_34061_34150	4UOW	7	http://doi.org/10.2210/pdb4UOW/pdb
PDB-PD	Q8WZ42_PF07679_34256_34347	3KNB	A	http://doi.org/10.2210/pdb3KNB/pdb
PDB-PD	Q8WZ42_PF07679_6_97	2A38	C	http://doi.org/10.2210/pdb2A38/pdb
PDB-PD	Q8WZ42_PF07679_9583_9669	5JOE	A	http://doi.org/10.2210/pdb5JOE/pdb
PDB-PD	Q8WZ42_PF07679_9672_9757	7AHS	A	http://doi.org/10.2210/pdb7AHS/pdb
PDB-PD	Q8WZ42_PF07679_9761_9850	7AHS	A	http://doi.org/10.2210/pdb7AHS/pdb
PDB-PD	Q8WZ42_PF18362_9505_9537	7NIP	A	http://doi.org/10.2210/pdb7NIP/pdb
PDB-PD	Q8WZ64_PF00169_483_574	2COD	A	http://doi.org/10.2210/pdb2COD/pdb
PDB-PD	Q8WZ64_PF00536_8_67	1X40	A	http://doi.org/10.2210/pdb1X40/pdb
PDB-PD	Q8WZA1_PF15711_129_218	5GGN	A	http://doi.org/10.2210/pdb5GGN/pdb
PDB-PD	Q92484_PF00149_38_297	5EBB	C	http://doi.org/10.2210/pdb5EBB/pdb
PDB-PD	Q92506_PF13561_18_260	2PD6	D	http://doi.org/10.2210/pdb2PD6/pdb
PDB-PD	Q92520_PF15711_102_190	5LC2	A	http://doi.org/10.2210/pdb5LC2/pdb
PDB-PD	Q92522_PF00538_45_117	6L9Z	S	http://doi.org/10.2210/pdb6L9Z/pdb
PDB-PD	Q92541_PF03126_358_460	3U1U	A	http://doi.org/10.2210/pdb3U1U/pdb
PDB-PD	Q92542_PF18266_49_223	6IYC	A	http://doi.org/10.2210/pdb6IYC/pdb
PDB-PD	Q92556_PF16457_548_674	2VSZ	A	http://doi.org/10.2210/pdb2VSZ/pdb
PDB-PD	Q92575_PF00789_314_395	2KXJ	A	http://doi.org/10.2210/pdb2KXJ/pdb
PDB-PD	Q92576_PF07500_923_1038	2DME	A	http://doi.org/10.2210/pdb2DME/pdb
PDB-PD	Q92576_PF07744_1199_1349	6IC9	A	http://doi.org/10.2210/pdb6IC9/pdb
PDB-PD	Q92583_PF00048_31_88	1NR4	B	http://doi.org/10.2210/pdb1NR4/pdb
PDB-PD	Q92585_PF09596_14_71	2F8X	M	http://doi.org/10.2210/pdb2F8X/pdb
PDB-PD	Q92597_PF03096_34_316	6ZMM	A	http://doi.org/10.2210/pdb6ZMM/pdb
PDB-PD	Q92599_PF00735_41_314	6UPR	B	http://doi.org/10.2210/pdb6UPR/pdb
PDB-PD	Q92608_PF07653_12_66	3A98	A	http://doi.org/10.2210/pdb3A98/pdb
PDB-PD	Q92608_PF14429_419_616	6TGC	A	http://doi.org/10.2210/pdb6TGC/pdb
PDB-PD	Q92622_PF13901_737_937	6WCW	A	http://doi.org/10.2210/pdb6WCW/pdb
